 TRANSITION QUAERUPOLAIRES EANS L'ETAT X EE H2
   PROBABILITES E'EMISSION
  VU  VL  JU        S              Q              O
   8   0   8   0.584932E-09   0.115577E-10   0.427472E-10
   8   0   9   0.722274E-09   0.124958E-10   0.414059E-10
   8   0  10   0.849197E-09   0.122211E-10   0.432899E-10
   8   0  11   0.950999E-09   0.100667E-10   0.510001E-10
   8   0  12   0.101518E-08   0.625875E-11   0.672738E-10
   8   0  13   0.103809E-08   0.234434E-11   0.934998E-10
   8   0  14   0.103058E-08   0.235234E-12   0.125695E-09
   8   0  15   0.101900E-08   0.487500E-13   0.150300E-09
   8   0  16   0.103700E-08   0.394200E-14   0.147700E-09
   8   0  17   0.111600E-08   0.189200E-11   0.108600E-09
   8   0  18   0.126300E-08   0.167000E-10   0.510200E-10
   8   1   0   0.000000E+00   0.000000E+00   0.105846E-10
   8   1   1   0.000000E+00   0.117802E-09   0.136665E-09
   8   1   2   0.324716E-09   0.792191E-10   0.335609E-09
   8   1   3   0.821099E-09   0.688380E-10   0.568345E-09
   8   1   4   0.152053E-08   0.603198E-10   0.810921E-09
   8   1   5   0.241857E-08   0.526173E-10   0.103304E-08
   8   1   6   0.348620E-08   0.460117E-10   0.123390E-08
   8   1   7   0.469410E-08   0.429010E-10   0.137101E-08
   8   1   8   0.601924E-08   0.438573E-10   0.144727E-08
   8   1   9   0.744630E-08   0.545713E-10   0.144236E-08
   8   1  10   0.899330E-08   0.800095E-10   0.133561E-08
   8   1  11   0.106487E-07   0.131890E-09   0.113086E-08
   8   1  12   0.124125E-07   0.225741E-09   0.872549E-09
   8   1  13   0.141964E-07   0.371725E-09   0.607555E-09
   8   1  14   0.157561E-07   0.555185E-09   0.390800E-09
   8   1  15   0.167200E-07   0.726900E-09   0.254600E-09
   8   1  16   0.167400E-07   0.812100E-09   0.201800E-09
   8   1  17   0.155300E-07   0.759200E-09   0.225300E-09
   8   1  18   0.132300E-07   0.592200E-09   0.322000E-09
   8   2   0   0.000000E+00   0.000000E+00   0.124610E-08
   8   2   1   0.000000E+00   0.321676E-08   0.137553E-10
   8   2   2   0.453363E-08   0.239439E-08   0.227686E-09
   8   2   3   0.970546E-08   0.237126E-08   0.845078E-09
   8   2   4   0.162941E-07   0.248766E-08   0.156419E-08
   8   2   5   0.242452E-07   0.267222E-08   0.222247E-08
   8   2   6   0.332445E-07   0.289778E-08   0.274449E-08
   8   2   7   0.427737E-07   0.313860E-08   0.311887E-08
   8   2   8   0.521549E-07   0.336210E-08   0.337752E-08
   8   2   9   0.605983E-07   0.352672E-08   0.356804E-08
   8   2  10   0.673389E-07   0.358941E-08   0.377052E-08
   8   2  11   0.717463E-07   0.352639E-08   0.402217E-08
   8   2  12   0.734769E-07   0.334058E-08   0.433742E-08
   8   2  13   0.726056E-07   0.308397E-08   0.468518E-08
   8   2  14   0.697684E-07   0.284165E-08   0.498605E-08
   8   2  15   0.657600E-07   0.271000E-08   0.513400E-08
   8   2  16   0.613800E-07   0.277100E-08   0.504300E-08
   8   2  17   0.570300E-07   0.307500E-08   0.470100E-08
   8   2  18   0.524000E-07   0.361300E-08   0.417600E-08
   8   3   0   0.000000E+00   0.000000E+00   0.191497E-07
   8   3   1   0.000000E+00   0.249407E-07   0.299632E-08
   8   3   2   0.270138E-07   0.178502E-07   0.464104E-10
   8   3   3   0.512297E-07   0.166981E-07   0.942883E-09
   8   3   4   0.780700E-07   0.163247E-07   0.377122E-08
   8   3   5   0.107033E-06   0.162101E-07   0.747370E-08
   8   3   6   0.136835E-06   0.162196E-07   0.113336E-07
   8   3   7   0.165897E-06   0.163739E-07   0.148564E-07
   8   3   8   0.192470E-06   0.167009E-07   0.177208E-07
   8   3   9   0.215488E-06   0.172570E-07   0.197499E-07
   8   3  10   0.233942E-06   0.181002E-07   0.208931E-07
   8   3  11   0.247148E-06   0.192690E-07   0.212101E-07
   8   3  12   0.254515E-06   0.207601E-07   0.208468E-07
   8   3  13   0.255392E-06   0.225112E-07   0.199960E-07
   8   3  14   0.249048E-06   0.244022E-07   0.188464E-07
   8   3  15   0.234900E-06   0.262800E-07   0.175400E-07
   8   3  16   0.212600E-06   0.280100E-07   0.161200E-07
   8   3  17   0.183100E-06   0.295100E-07   0.145800E-07
   8   3  18   0.147600E-06   0.306900E-07   0.128400E-07
   8   4   0   0.000000E+00   0.000000E+00   0.211924E-06
   8   4   1   0.000000E+00   0.170466E-06   0.694902E-07
   8   4   2   0.143345E-06   0.122833E-06   0.270566E-07
   8   4   3   0.243061E-06   0.116185E-06   0.796351E-08
   8   4   4   0.339054E-06   0.115104E-06   0.773914E-09
   8   4   5   0.432447E-06   0.115911E-06   0.520517E-09
   8   4   6   0.519107E-06   0.117625E-06   0.411364E-08
   8   4   7   0.593809E-06   0.119835E-06   0.944600E-08
   8   4   8   0.651497E-06   0.122301E-06   0.150990E-07
   8   4   9   0.688081E-06   0.124859E-06   0.201732E-07
   8   4  10   0.700942E-06   0.127391E-06   0.241514E-07
   8   4  11   0.689218E-06   0.129819E-06   0.267844E-07
   8   4  12   0.653850E-06   0.132098E-06   0.280041E-07
   8   4  13   0.597403E-06   0.134188E-06   0.278616E-07
   8   4  14   0.523703E-06   0.136012E-06   0.264858E-07
   8   4  15   0.437400E-06   0.137400E-06   0.240500E-07
   8   4  16   0.343600E-06   0.138000E-06   0.207600E-07
   8   4  17   0.248100E-06   0.137300E-06   0.168200E-07
   8   4  18   0.157100E-06   0.134200E-06   0.124700E-07
   8   5   0   0.000000E+00   0.000000E+00   0.140822E-05
   8   5   1   0.000000E+00   0.812017E-06   0.631711E-06
   8   5   2   0.540043E-06   0.579538E-06   0.389187E-06
   8   5   3   0.803826E-06   0.540114E-06   0.248419E-06
   8   5   4   0.999176E-06   0.524844E-06   0.156265E-06
   8   5   5   0.114604E-05   0.516252E-06   0.949690E-07
   8   5   6   0.124426E-05   0.509819E-06   0.550407E-07
   8   5   7   0.129081E-05   0.503797E-06   0.300419E-07
   8   5   8   0.128427E-05   0.497276E-06   0.152121E-07
   8   5   9   0.122640E-05   0.489635E-06   0.700485E-08
   8   5  10   0.112240E-05   0.480345E-06   0.285423E-08
   8   5  11   0.980650E-06   0.468878E-06   0.993764E-09
   8   5  12   0.812066E-06   0.454668E-06   0.288260E-09
   8   5  13   0.629447E-06   0.437089E-06   0.770643E-10
   8   5  14   0.446769E-06   0.415443E-06   0.350484E-10
   8   5  15   0.278600E-06   0.388900E-06   0.544600E-10
   8   5  16   0.139300E-06   0.356600E-06   0.145800E-09
   8   5  17   0.427400E-07   0.317400E-06   0.354000E-09
   8   5  18   0.987200E-09   0.270200E-06   0.687700E-09
   8   6   0   0.000000E+00   0.000000E+00   0.308934E-05
   8   6   1   0.000000E+00   0.145503E-05   0.160186E-05
   8   6   2   0.806375E-06   0.102577E-05   0.115741E-05
   8   6   3   0.106179E-05   0.938441E-06   0.883215E-06
   8   6   4   0.116455E-05   0.889489E-06   0.680860E-06
   8   6   5   0.117104E-05   0.847830E-06   0.523429E-06
   8   6   6   0.110235E-05   0.805777E-06   0.399574E-06
   8   6   7   0.974428E-06   0.760747E-06   0.302504E-06
   8   6   8   0.804460E-06   0.711803E-06   0.227098E-06
   8   6   9   0.611874E-06   0.658712E-06   0.169090E-06
   8   6  10   0.417521E-06   0.601623E-06   0.124853E-06
   8   6  11   0.242174E-06   0.540952E-06   0.913507E-07
   8   6  12   0.104830E-06   0.477343E-06   0.661024E-07
   8   6  13   0.210773E-07   0.411678E-06   0.471370E-07
   8   6  14   0.153900E-08   0.345105E-06   0.329311E-07
   8   6  15   0.503600E-07   0.279100E-06   0.223400E-07
   8   6  16   0.163500E-06   0.215300E-06   0.145000E-07
   8   6  17   0.326700E-06   0.155800E-06   0.881500E-08
   8   6  18   0.512300E-06   0.102900E-06   0.482900E-08
   8   7   0   0.000000E+00   0.000000E+00   0.325849E-06
   8   7   1   0.000000E+00   0.133237E-06   0.174885E-06
   8   7   2   0.571489E-07   0.916361E-07   0.125875E-06
   8   7   3   0.564693E-07   0.807540E-07   0.922230E-07
   8   7   4   0.398460E-07   0.727635E-07   0.657594E-07
   8   7   5   0.189254E-07   0.650242E-07   0.449544E-07
   8   7   6   0.317429E-08   0.570860E-07   0.292271E-07
   8   7   7   0.163430E-08   0.489857E-07   0.179491E-07
   8   7   8   0.222183E-07   0.409125E-07   0.103305E-07
   8   7   9   0.705371E-07   0.331040E-07   0.551345E-08
   8   7  10   0.148802E-06   0.258005E-07   0.268745E-08
   8   7  11   0.255058E-06   0.192182E-07   0.116928E-08
   8   7  12   0.382860E-06   0.135307E-07   0.437916E-09
   8   7  13   0.521446E-06   0.885602E-08   0.132731E-09
   8   7  14   0.656386E-06   0.524619E-08   0.289842E-10
   8   7  15   0.770700E-06   0.268200E-08   0.351400E-11
   8   7  16   0.846200E-06   0.107100E-08   0.104100E-12
   8   7  17   0.865800E-06   0.251000E-09   0.769600E-21
   8   7  18   0.815400E-06   0.343300E-11   0.000000E+00
   8   8   2   0.676451E-11   0.000000E+00   0.000000E+00
   8   8   3   0.106540E-09   0.000000E+00   0.000000E+00
   8   8   4   0.592095E-09   0.000000E+00   0.000000E+00
   8   8   5   0.200397E-08   0.000000E+00   0.000000E+00
   8   8   6   0.503682E-08   0.000000E+00   0.000000E+00
   8   8   7   0.103394E-07   0.000000E+00   0.000000E+00
   8   8   8   0.182777E-07   0.000000E+00   0.000000E+00
   8   8   9   0.287400E-07   0.000000E+00   0.000000E+00
   8   8  10   0.410453E-07   0.000000E+00   0.000000E+00
   8   8  11   0.539791E-07   0.000000E+00   0.000000E+00
   8   8  12   0.659513E-07   0.000000E+00   0.000000E+00
   8   8  13   0.752421E-07   0.000000E+00   0.000000E+00
   8   8  14   0.802915E-07   0.000000E+00   0.000000E+00
   8   8  15   0.799900E-07   0.000000E+00   0.000000E+00
   8   8  16   0.739000E-07   0.000000E+00   0.000000E+00
   8   8  17   0.624700E-07   0.000000E+00   0.000000E+00
   8   8  18   0.470600E-07   0.000000E+00   0.000000E+00
   9   0   0   0.000000E+00   0.000000E+00   0.477766E-12
   9   0   1   0.000000E+00   0.416865E-11   0.512553E-11
   9   0   2   0.123149E-10   0.276593E-11   0.117781E-10
   9   0   3   0.320596E-10   0.237624E-11   0.185566E-10
   9   0   4   0.613097E-10   0.220044E-11   0.238935E-10
   9   0   5   0.101086E-09   0.225928E-11   0.265495E-10
   9   0   6   0.152157E-09   0.267837E-11   0.258474E-10
   9   0   7   0.215014E-09   0.365845E-11   0.219939E-10
   9   0   8   0.289214E-09   0.542393E-11   0.162272E-10
   9   0   9   0.372028E-09   0.799618E-11   0.104787E-10
   9   0  10   0.456483E-09   0.107502E-10   0.648493E-11
   9   0  11   0.530291E-09   0.121484E-10   0.511263E-11
   9   0  12   0.577434E-09   0.104345E-10   0.722227E-11
   9   0  13   0.584799E-09   0.560687E-11   0.160104E-10
   9   0  14   0.551686E-09   0.914316E-12   0.369263E-10
   9   0  15   0.495600E-09   0.395900E-12   0.697900E-10
   9   0  16   0.447000E-09   0.286600E-11   0.974200E-10
   9   1   0   0.000000E+00   0.000000E+00   0.941746E-11
   9   1   1   0.000000E+00   0.113886E-09   0.139735E-10
   9   1   2   0.212413E-09   0.746482E-10   0.733370E-10
   9   1   3   0.486195E-09   0.630336E-10   0.158442E-09
   9   1   4   0.841071E-09   0.508704E-10   0.262168E-09
   9   1   5   0.127649E-08   0.376018E-10   0.372695E-09
   9   1   6   0.175646E-08   0.235070E-10   0.502706E-09
   9   1   7   0.225772E-08   0.122651E-10   0.629290E-09
   9   1   8   0.275756E-08   0.388444E-11   0.761817E-09
   9   1   9   0.326841E-08   0.756848E-12   0.880377E-09
   9   1  10   0.380059E-08   0.842083E-13   0.944144E-09
   9   1  11   0.443063E-08   0.522687E-12   0.914587E-09
   9   1  12   0.520677E-08   0.712352E-11   0.785161E-09
   9   1  13   0.617867E-08   0.395958E-10   0.569893E-09
   9   1  14   0.729908E-08   0.123264E-09   0.334157E-09
   9   1  15   0.834400E-08   0.261800E-09   0.153900E-09
   9   1  16   0.889100E-08   0.400200E-09   0.621000E-10
   9   2   0   0.000000E+00   0.000000E+00   0.882173E-11
   9   2   1   0.000000E+00   0.482058E-09   0.333329E-09
   9   2   2   0.121686E-08   0.375650E-09   0.844446E-09
   9   2   3   0.310673E-08   0.398984E-09   0.137500E-08
   9   2   4   0.586905E-08   0.461214E-09   0.181899E-08
   9   2   5   0.954452E-08   0.560501E-09   0.210740E-08
   9   2   6   0.140894E-07   0.702805E-09   0.221734E-08
   9   2   7   0.193566E-07   0.895174E-09   0.216248E-08
   9   2   8   0.250719E-07   0.113490E-08   0.198674E-08
   9   2   9   0.308170E-07   0.140267E-08   0.175058E-08
   9   2  10   0.360236E-07   0.165564E-08   0.154446E-08
   9   2  11   0.400261E-07   0.183569E-08   0.141649E-08
   9   2  12   0.421944E-07   0.186785E-08   0.140367E-08
   9   2  13   0.421711E-07   0.173711E-08   0.151911E-08
   9   2  14   0.400625E-07   0.148906E-08   0.174260E-08
   9   2  15   0.364800E-07   0.122200E-08   0.200300E-08
   9   2  16   0.322500E-07   0.103600E-08   0.217700E-08
   9   3   0   0.000000E+00   0.000000E+00   0.667614E-08
   9   3   1   0.000000E+00   0.103231E-07   0.737575E-09
   9   3   2   0.121459E-07   0.739261E-08   0.213763E-10
   9   3   3   0.239271E-07   0.691952E-08   0.868183E-09
   9   3   4   0.375395E-07   0.672155E-08   0.245393E-08
   9   3   5   0.526607E-07   0.656547E-08   0.436809E-08
   9   3   6   0.684147E-07   0.641128E-08   0.634031E-08
   9   3   7   0.837935E-07   0.622526E-08   0.819804E-08
   9   3   8   0.978312E-07   0.603601E-08   0.981761E-08
   9   3   9   0.109816E-06   0.589045E-08   0.110974E-07
   9   3  10   0.119390E-06   0.585318E-08   0.119515E-07
   9   3  11   0.126509E-06   0.599448E-08   0.123240E-07
   9   3  12   0.131262E-06   0.637476E-08   0.122135E-07
   9   3  13   0.133580E-06   0.702476E-08   0.116878E-07
   9   3  14   0.132969E-06   0.792187E-08   0.108686E-07
   9   3  15   0.128400E-06   0.897000E-08   0.988400E-08
   9   3  16   0.118400E-06   0.999300E-08   0.880900E-08
   9   4   0   0.000000E+00   0.000000E+00   0.408931E-07
   9   4   1   0.000000E+00   0.478148E-07   0.801267E-08
   9   4   2   0.492272E-07   0.346556E-07   0.724420E-09
   9   4   3   0.917600E-07   0.330773E-07   0.454227E-09
   9   4   4   0.138141E-06   0.331917E-07   0.361973E-08
   9   4   5   0.187902E-06   0.339977E-07   0.833682E-08
   9   4   6   0.238691E-06   0.352478E-07   0.133885E-07
   9   4   7   0.287494E-06   0.368457E-07   0.180066E-07
   9   4   8   0.331064E-06   0.387257E-07   0.217676E-07
   9   4   9   0.366248E-06   0.408186E-07   0.245009E-07
   9   4  10   0.390262E-06   0.430450E-07   0.262002E-07
   9   4  11   0.400949E-06   0.453227E-07   0.269430E-07
   9   4  12   0.397015E-06   0.475805E-07   0.268309E-07
   9   4  13   0.378192E-06   0.497631E-07   0.259555E-07
   9   4  14   0.345253E-06   0.518106E-07   0.243873E-07
   9   4  15   0.299800E-06   0.535900E-07   0.221700E-07
   9   4  16   0.244000E-06   0.547700E-07   0.192900E-07
   9   5   0   0.000000E+00   0.000000E+00   0.400245E-06
   9   5   1   0.000000E+00   0.288796E-06   0.146727E-06
   9   5   2   0.226092E-06   0.207495E-06   0.685989E-07
   9   5   3   0.368515E-06   0.195288E-06   0.291230E-07
   9   5   4   0.496477E-06   0.192210E-06   0.922411E-08
   9   5   5   0.612744E-06   0.192035E-06   0.117319E-08
   9   5   6   0.712370E-06   0.193139E-06   0.268693E-09
   9   5   7   0.789107E-06   0.194894E-06   0.324431E-08
   9   5   8   0.837513E-06   0.196979E-06   0.780395E-08
   9   5   9   0.853978E-06   0.199181E-06   0.124025E-07
   9   5  10   0.837169E-06   0.201304E-06   0.160851E-07
   9   5  11   0.788088E-06   0.203113E-06   0.183459E-07
   9   5  12   0.709894E-06   0.204285E-06   0.190023E-07
   9   5  13   0.607672E-06   0.204361E-06   0.180950E-07
   9   5  14   0.488258E-06   0.202676E-06   0.158223E-07
   9   5  15   0.360200E-06   0.198200E-06   0.125200E-07
   9   5  16   0.233600E-06   0.189200E-06   0.863900E-08
   9   6   0   0.000000E+00   0.000000E+00   0.185200E-05
   9   6   1   0.000000E+00   0.101085E-05   0.866733E-06
   9   6   2   0.641197E-06   0.719789E-06   0.561387E-06
   9   6   3   0.925473E-06   0.668452E-06   0.380886E-06
   9   6   4   0.111521E-05   0.646366E-06   0.258665E-06
   9   6   5   0.123826E-05   0.631671E-06   0.173509E-06
   9   6   6   0.129797E-05   0.618613E-06   0.114549E-06
   9   6   7   0.129461E-05   0.604865E-06   0.745338E-07
   9   6   8   0.123073E-05   0.589129E-06   0.480642E-07
   9   6   9   0.111288E-05   0.570469E-06   0.310358E-07
   9   6  10   0.951750E-06   0.548056E-06   0.203839E-07
   9   6  11   0.761637E-06   0.521055E-06   0.138999E-07
   9   6  12   0.559539E-06   0.488563E-06   0.100587E-07
   9   6  13   0.364139E-06   0.449609E-06   0.784944E-08
   9   6  14   0.194756E-06   0.403226E-06   0.661645E-08
   9   6  15   0.700900E-07   0.348600E-06   0.591700E-08
   9   6  16   0.615200E-08   0.285300E-06   0.540600E-08
   9   7   0   0.000000E+00   0.000000E+00   0.271144E-05
   9   7   1   0.000000E+00   0.123370E-05   0.143068E-05
   9   7   2   0.656315E-06   0.864832E-06   0.104869E-05
   9   7   3   0.833917E-06   0.784379E-06   0.809442E-06
   9   7   4   0.875733E-06   0.734661E-06   0.629266E-06
   9   7   5   0.834411E-06   0.689484E-06   0.486272E-06
   9   7   6   0.733413E-06   0.642585E-06   0.371736E-06
   9   7   7   0.592311E-06   0.592108E-06   0.280553E-06
   9   7   8   0.431558E-06   0.537677E-06   0.208778E-06
   9   7   9   0.272581E-06   0.479613E-06   0.152985E-06
   9   7  10   0.136315E-06   0.418672E-06   0.110147E-06
   9   7  11   0.411638E-07   0.355958E-06   0.776452E-07
   9   7  12   0.805252E-09   0.292880E-06   0.532826E-07
   9   7  13   0.219851E-07   0.231141E-06   0.352713E-07
   9   7  14   0.102339E-06   0.172705E-06   0.222009E-07
   9   7  15   0.228200E-06   0.119700E-06   0.129800E-07
   9   7  16   0.372100E-06   0.744500E-07   0.677000E-08
   9   8   0   0.000000E+00   0.000000E+00   0.154982E-06
   9   8   1   0.000000E+00   0.569608E-07   0.863905E-07
   9   8   2   0.200088E-07   0.386072E-07   0.635174E-07
   9   8   3   0.151020E-07   0.332620E-07   0.469017E-07
   9   8   4   0.588217E-08   0.290420E-07   0.333055E-07
   9   8   5   0.140656E-09   0.248935E-07   0.224142E-07
   9   8   6   0.453921E-08   0.207091E-07   0.141730E-07
   9   8   7   0.247335E-07   0.165883E-07   0.834942E-08
   9   8   8   0.644345E-07   0.126857E-07   0.453278E-08
   9   8   9   0.124421E-06   0.915864E-08   0.223225E-08
   9   8  10   0.201850E-06   0.614003E-08   0.973611E-09
   9   8  11   0.290041E-06   0.372219E-08   0.361938E-09
   9   8  12   0.378805E-06   0.194559E-08   0.107368E-09
   9   8  13   0.455344E-06   0.792882E-09   0.224024E-10
   9   8  14   0.505733E-06   0.187941E-09   0.245951E-11
   9   8  15   0.516900E-06   0.188300E-11   0.538800E-13
   9   8  16   0.479200E-06   0.668500E-10   0.000000E+00
   9   9   2   0.423451E-11   0.000000E+00   0.000000E+00
   9   9   3   0.661821E-10   0.000000E+00   0.000000E+00
   9   9   4   0.363518E-09   0.000000E+00   0.000000E+00
   9   9   5   0.121079E-08   0.000000E+00   0.000000E+00
   9   9   6   0.298090E-08   0.000000E+00   0.000000E+00
   9   9   7   0.596269E-08   0.000000E+00   0.000000E+00
   9   9   8   0.102104E-07   0.000000E+00   0.000000E+00
   9   9   9   0.154437E-07   0.000000E+00   0.000000E+00
   9   9  10   0.210378E-07   0.000000E+00   0.000000E+00
   9   9  11   0.261125E-07   0.000000E+00   0.000000E+00
   9   9  12   0.297019E-07   0.000000E+00   0.000000E+00
   9   9  13   0.309691E-07   0.000000E+00   0.000000E+00
   9   9  14   0.294236E-07   0.000000E+00   0.000000E+00
   9   9  15   0.251000E-07   0.000000E+00   0.000000E+00
   9   9  16   0.186300E-07   0.000000E+00   0.000000E+00
  10   0   0   0.000000E+00   0.000000E+00   0.142726E-12
  10   0   1   0.000000E+00   0.243167E-11   0.280991E-11
  10   0   2   0.658497E-11   0.134172E-11   0.734108E-11
  10   0   3   0.162000E-10   0.830628E-12   0.127823E-10
  10   0   4   0.296338E-10   0.459435E-12   0.180871E-10
  10   0   5   0.472849E-10   0.241949E-12   0.219840E-10
  10   0   6   0.699256E-10   0.177472E-12   0.231197E-10
  10   0   7   0.989651E-10   0.294795E-12   0.205968E-10
  10   0   8   0.136284E-09   0.839615E-12   0.147424E-10
  10   0   9   0.183238E-09   0.238670E-11   0.760774E-11
  10   0  10   0.238417E-09   0.545185E-11   0.218001E-11
  10   0  11   0.294656E-09   0.941964E-11   0.114078E-12
  10   0  12   0.337319E-09   0.117445E-10   0.373993E-13
  10   0  13   0.348197E-09   0.950425E-11   0.102809E-12
  10   0  14   0.316694E-09   0.358963E-11   0.408588E-11
  10   1   0   0.000000E+00   0.000000E+00   0.775535E-10
  10   1   1   0.000000E+00   0.139538E-09   0.753802E-11
  10   1   2   0.181353E-09   0.963578E-10   0.565769E-12
  10   1   3   0.375875E-09   0.878299E-10   0.117915E-10
  10   1   4   0.609239E-09   0.784992E-10   0.335340E-10
  10   1   5   0.883917E-09   0.659248E-10   0.619770E-10
  10   1   6   0.116289E-08   0.482623E-10   0.104939E-09
  10   1   7   0.142109E-08   0.298488E-10   0.161111E-09
  10   1   8   0.162817E-08   0.113221E-10   0.243691E-09
  10   1   9   0.179217E-08   0.145048E-11   0.354876E-09
  10   1  10   0.190533E-08   0.989831E-12   0.476872E-09
  10   1  11   0.204645E-08   0.686591E-11   0.571075E-09
  10   1  12   0.225527E-08   0.800273E-11   0.591650E-09
  10   1  13   0.260324E-08   0.988803E-12   0.497762E-09
  10   1  14   0.310893E-08   0.779944E-11   0.314416E-09
  10   2   0   0.000000E+00   0.000000E+00   0.372991E-09
  10   2   1   0.000000E+00   0.193373E-10   0.697525E-09
  10   2   2   0.279670E-09   0.150400E-10   0.111396E-08
  10   2   3   0.914863E-09   0.166270E-10   0.152148E-08
  10   2   4   0.197691E-08   0.219565E-10   0.185836E-08
  10   2   5   0.351402E-08   0.340642E-10   0.207039E-08
  10   2   6   0.556428E-08   0.594661E-10   0.212522E-08
  10   2   7   0.814508E-08   0.110762E-09   0.201047E-08
  10   2   8   0.112285E-07   0.205051E-09   0.174422E-08
  10   2   9   0.147067E-07   0.359010E-09   0.138165E-08
  10   2  10   0.183069E-07   0.574119E-09   0.101829E-08
  10   2  11   0.215487E-07   0.818915E-09   0.724286E-09
  10   2  12   0.237658E-07   0.100365E-08   0.543697E-09
  10   2  13   0.242977E-07   0.104432E-08   0.484083E-09
  10   2  14   0.227200E-07   0.909118E-09   0.532775E-09
  10   3   0   0.000000E+00   0.000000E+00   0.267735E-08
  10   3   1   0.000000E+00   0.479673E-08   0.226640E-09
  10   3   2   0.606486E-08   0.352036E-08   0.355427E-10
  10   3   3   0.124458E-07   0.341390E-08   0.477295E-09
  10   3   4   0.201902E-07   0.343953E-08   0.116027E-08
  10   3   5   0.291256E-07   0.346798E-08   0.192878E-08
  10   3   6   0.385976E-07   0.347586E-08   0.270185E-08
  10   3   7   0.478118E-07   0.339427E-08   0.345781E-08
  10   3   8   0.560500E-07   0.322368E-08   0.419385E-08
  10   3   9   0.625448E-07   0.298371E-08   0.489584E-08
  10   3  10   0.670035E-07   0.272431E-08   0.551731E-08
  10   3  11   0.694857E-07   0.251386E-08   0.597646E-08
  10   3  12   0.703084E-07   0.241971E-08   0.617831E-08
  10   3  13   0.697207E-07   0.248924E-08   0.605532E-08
  10   3  14   0.674206E-07   0.272699E-08   0.559533E-08
  10   4   0   0.000000E+00   0.000000E+00   0.887873E-08
  10   4   1   0.000000E+00   0.157882E-07   0.607037E-09
  10   4   2   0.193440E-07   0.113995E-07   0.289823E-09
  10   4   3   0.385914E-07   0.108089E-07   0.245682E-08
  10   4   4   0.611755E-07   0.107774E-07   0.572553E-08
  10   4   5   0.866506E-07   0.109953E-07   0.926589E-08
  10   4   6   0.113910E-06   0.114104E-07   0.125257E-07
  10   4   7   0.141488E-06   0.120260E-07   0.151674E-07
  10   4   8   0.167738E-06   0.128552E-07   0.170323E-07
  10   4   9   0.190900E-06   0.138990E-07   0.181017E-07
  10   4  10   0.209131E-06   0.151318E-07   0.184518E-07
  10   4  11   0.220542E-06   0.164941E-07   0.182002E-07
  10   4  12   0.223294E-06   0.178913E-07   0.174556E-07
  10   4  13   0.215755E-06   0.191923E-07   0.162794E-07
  10   4  14   0.196561E-06   0.201873E-07   0.146592E-07
  10   5   0   0.000000E+00   0.000000E+00   0.105777E-06
  10   5   1   0.000000E+00   0.992022E-07   0.289122E-07
  10   5   2   0.912476E-07   0.718108E-07   0.782244E-08
  10   5   3   0.161395E-06   0.683221E-07   0.689205E-09
  10   5   4   0.232803E-06   0.681728E-07   0.577780E-09
  10   5   5   0.304740E-06   0.692104E-07   0.420067E-08
  10   5   6   0.373204E-06   0.708559E-07   0.946967E-08
  10   5   7   0.433256E-06   0.728707E-07   0.149918E-07
  10   5   8   0.480032E-06   0.751255E-07   0.198741E-07
  10   5   9   0.509417E-06   0.775313E-07   0.235967E-07
  10   5  10   0.518478E-06   0.800004E-07   0.259091E-07
  10   5  11   0.505647E-06   0.824037E-07   0.267411E-07
  10   5  12   0.470681E-06   0.845087E-07   0.261184E-07
  10   5  13   0.414562E-06   0.858882E-07   0.240892E-07
  10   5  14   0.339379E-06   0.857041E-07   0.206724E-07
  10   6   0   0.000000E+00   0.000000E+00   0.653146E-06
  10   6   1   0.000000E+00   0.428976E-06   0.261779E-06
  10   6   2   0.313805E-06   0.307614E-06   0.139458E-06
  10   6   3   0.492125E-06   0.288691E-06   0.732230E-07
  10   6   4   0.639730E-06   0.283068E-06   0.349019E-07
  10   6   5   0.762635E-06   0.281460E-06   0.138216E-07
  10   6   6   0.855980E-06   0.281387E-06   0.371832E-08
  10   6   7   0.913458E-06   0.281796E-06   0.254981E-09
  10   6   8   0.930214E-06   0.282037E-06   0.335685E-09
  10   6   9   0.904157E-06   0.281560E-06   0.182026E-08
  10   6  10   0.836524E-06   0.279767E-06   0.333943E-08
  10   6  11   0.731979E-06   0.275881E-06   0.414660E-08
  10   6  12   0.598426E-06   0.268746E-06   0.399398E-08
  10   6  13   0.446846E-06   0.256572E-06   0.302265E-08
  10   6  14   0.291354E-06   0.236495E-06   0.165525E-08
  10   7   0   0.000000E+00   0.000000E+00   0.218315E-05
  10   7   1   0.000000E+00   0.112619E-05   0.106323E-05
  10   7   2   0.678067E-06   0.798406E-06   0.719688E-06
  10   7   3   0.943245E-06   0.736458E-06   0.513335E-06
  10   7   4   0.109263E-05   0.705459E-06   0.369393E-06
  10   7   5   0.116132E-05   0.680910E-06   0.265167E-06
  10   7   6   0.115790E-05   0.656248E-06   0.189558E-06
  10   7   7   0.108836E-05   0.628706E-06   0.135273E-06
  10   7   8   0.961825E-06   0.596654E-06   0.968213E-07
  10   7   9   0.792021E-06   0.558884E-06   0.699130E-07
  10   7  10   0.597121E-06   0.514412E-06   0.512195E-07
  10   7  11   0.398716E-06   0.462469E-06   0.382067E-07
  10   7  12   0.220203E-06   0.402571E-06   0.289755E-07
  10   7  13   0.845007E-07   0.334722E-06   0.221131E-07
  10   7  14   0.105286E-07   0.259699E-06   0.165665E-07
